age,education-num,capital-gain,capital-loss,hours-per-week
37,6,0,0,50
50,10,0,0,40
22,9,0,0,40
40,12,0,0,40
22,13,8614,0,40
21,10,0,0,40
25,12,0,0,40
20,10,0,0,40
43,9,0,0,40
29,11,0,0,50
32,13,0,0,40
42,14,0,0,50
33,9,0,0,40
27,10,0,0,40
29,10,0,0,38
29,9,0,0,40
20,10,0,0,20
35,6,0,0,40
31,13,0,1902,50
33,9,0,0,50
67,10,0,1539,40
46,10,0,0,10
45,5,0,0,40
17,7,0,0,20
35,13,0,1848,70
48,13,0,0,40
49,9,0,0,40
20,10,0,0,40
27,9,5013,0,46
64,10,0,0,20
53,10,0,0,40
52,9,0,0,40
29,9,0,0,55
32,9,99999,0,40
48,13,0,0,20
30,10,0,0,40
34,9,0,0,20
39,9,0,0,50
28,7,0,0,40
54,13,0,0,50
24,10,0,1762,40
25,9,0,0,40
25,7,0,0,12
48,10,5178,0,40
24,13,0,0,40
31,10,0,0,50
47,10,0,0,40
19,10,0,0,25
52,10,15024,0,50
52,9,0,0,40
60,9,0,0,28
43,14,0,0,50
24,12,0,0,30
51,9,0,0,40
38,5,0,0,40
21,10,0,0,10
40,9,0,0,50
54,10,0,0,40
35,13,0,0,50
52,7,0,0,40
53,9,99999,0,40
35,9,0,0,40
43,10,0,880,42
29,13,0,0,40
29,9,0,0,65
27,9,0,0,40
58,13,0,0,40
64,9,0,0,18
53,9,0,0,32
21,9,0,0,30
40,12,0,0,30
52,16,0,0,40
38,11,0,0,50
39,9,0,0,40
68,16,0,0,55
24,9,0,0,38
40,15,0,0,50
43,15,0,0,99
38,13,0,0,70
45,9,0,0,40
18,7,0,0,55
57,14,0,0,50
49,9,0,0,35
25,10,0,0,40
52,10,0,0,40
56,6,0,0,56
26,10,0,0,48
19,9,0,0,40
25,13,0,0,40
25,9,0,0,30
21,9,0,0,45
48,4,0,0,40
33,14,0,0,60
31,9,0,0,40
26,9,0,0,65
37,13,0,0,38
20,10,0,0,20
49,9,0,0,20
49,14,0,1977,40
51,10,0,0,40
40,10,0,0,40
24,11,0,0,40
18,8,0,0,24
41,6,0,0,40
46,9,0,1485,40
46,9,0,0,40
64,6,0,0,40
50,15,0,0,40
53,14,0,0,36
21,9,0,0,40
22,10,0,0,25
37,13,7430,0,45
39,15,0,0,55
30,13,0,0,40
25,13,0,1741,40
26,10,0,0,40
43,13,0,0,50
59,9,0,0,60
27,9,0,0,40
55,6,0,0,40
20,10,0,0,12
25,11,0,0,36
28,12,0,0,40
29,13,0,0,50
60,7,0,0,40
37,13,15024,0,50
25,7,0,0,40
27,10,0,0,60
50,13,0,0,40
41,10,5013,0,70
46,4,0,0,47
35,11,0,0,40
40,9,0,0,40
49,13,0,0,40
29,13,0,0,50
43,13,0,625,40
39,12,0,0,60
35,9,0,0,60
52,10,0,0,40
25,10,0,0,40
20,9,0,0,30
24,13,0,0,40
29,13,0,0,30
21,10,0,0,40
37,13,0,0,50
43,9,0,0,40
19,9,0,0,26
47,9,0,0,45
61,9,0,0,45
35,9,0,0,60
60,6,0,0,40
27,10,0,0,40
57,13,0,0,35
56,2,0,0,40
27,9,0,0,40
47,4,0,0,35
19,9,0,0,30
28,8,0,0,30
43,6,0,0,40
63,10,0,0,35
25,9,0,0,40
35,9,8614,0,40
20,9,0,0,40
48,6,0,0,70
30,13,0,0,40
31,13,0,0,40
20,9,0,0,24
57,14,0,0,50
41,11,7688,0,44
33,9,0,0,40
27,11,0,0,40
34,9,0,0,60
22,6,0,0,30
50,12,0,0,40
40,13,0,0,45
37,9,0,0,51
53,14,15024,0,55
38,10,7688,0,40
25,9,0,0,40
51,9,0,0,40
18,10,0,0,16
41,7,7688,0,40
33,9,0,0,40
33,13,0,0,40
67,10,0,0,40
47,9,0,2415,50
24,10,0,0,40
32,4,0,0,40
29,9,0,0,40
25,11,0,0,45
33,10,0,0,40
55,13,0,0,40
31,10,0,0,40
32,14,0,0,50
18,9,34095,0,3
36,9,0,0,50
58,9,0,0,27
34,14,0,1902,50
19,7,0,0,40
21,9,0,0,40
36,9,0,0,50
37,13,15024,0,40
43,9,0,0,21
52,13,0,0,40
43,10,0,0,38
22,9,0,0,40
57,3,6497,0,40
37,12,0,0,40
39,10,0,0,38
54,10,0,0,40
27,12,0,0,40
21,9,0,0,35
65,10,0,0,38
30,10,0,0,40
22,5,0,0,40
26,13,4064,0,50
25,7,0,0,40
47,11,15024,0,50
23,12,0,0,60
42,9,0,0,40
39,10,0,0,30
55,16,0,0,60
24,14,0,0,10
53,9,0,0,40
44,7,0,0,60
40,9,0,0,40
48,10,7688,0,40
26,11,0,0,35
22,9,0,0,40
43,9,0,0,40
37,9,0,0,25
30,9,0,0,40
41,9,0,0,50
38,15,0,0,60
42,9,0,0,50
20,9,0,0,40
36,13,3674,0,40
32,11,0,0,40
27,13,0,0,40
25,10,0,0,45
40,14,0,0,40
49,13,0,0,45
17,7,0,0,16
29,9,0,0,40
47,15,99999,0,55
24,10,0,0,45
29,9,0,0,40
45,10,0,0,24
30,8,0,0,50
19,10,0,0,20
59,6,0,1485,40
47,4,0,0,30
41,10,3137,0,40
28,12,0,0,40
46,12,0,0,40
40,10,0,0,60
66,6,0,0,40
44,10,0,0,12
58,9,15024,0,60
21,4,0,0,48
59,5,0,0,40
35,10,0,0,40
45,5,5178,0,40
30,9,0,0,40
33,9,0,0,40
26,10,0,0,15
48,10,0,0,35
31,9,0,0,40
36,9,0,0,45
48,9,0,0,38
30,9,5013,0,40
33,9,0,0,50
53,13,0,0,45
38,10,7298,0,50
34,10,0,0,50
45,13,0,0,52
33,11,0,0,60
35,11,0,0,44
22,9,0,0,40
35,9,0,0,30
45,9,0,0,8
17,7,0,0,45
50,9,0,0,45
38,13,0,0,50
33,10,7298,0,50
25,13,6849,0,50
64,9,0,0,40
62,10,0,0,10
32,9,0,0,60
17,7,0,0,20
61,9,0,0,55
40,16,0,0,40
21,9,0,0,40
39,13,15024,0,50
35,10,0,0,45
29,11,0,0,40
27,12,0,0,40
20,12,0,0,40
51,14,0,0,40
45,9,0,0,15
31,10,0,0,40
29,9,0,0,40
56,13,0,0,30
55,10,0,0,12
26,10,0,0,20
46,10,15024,0,45
32,9,0,0,40
28,9,0,0,40
27,4,0,0,35
23,5,0,0,40
59,6,0,0,40
26,8,0,0,48
36,6,0,0,40
18,9,0,0,15
33,5,0,0,70
60,11,0,0,15
40,9,0,0,48
48,9,0,0,43
27,6,0,0,48
19,10,0,0,20
38,13,0,0,50
26,10,0,0,43
45,11,3908,0,40
20,10,0,0,20
32,9,0,0,40
22,10,0,0,13
22,9,0,0,40
38,9,114,0,38
34,9,0,1848,50
46,2,0,0,30
39,13,0,0,25
79,9,0,0,24
24,9,0,0,40
31,10,2407,0,65
37,13,3137,0,77
23,9,0,0,40
31,10,0,1579,45
29,13,0,0,40
22,13,0,0,43
55,9,0,0,38
43,9,0,0,40
23,4,0,0,36
29,9,0,0,35
22,11,0,0,40
22,10,0,0,42
25,9,7298,0,84
29,10,0,0,45
25,10,0,0,40
33,9,0,0,40
33,13,0,0,40
31,16,0,0,28
30,14,0,1887,45
55,13,0,0,40
36,8,4650,0,50
28,13,8614,0,40
42,14,0,0,40
51,12,0,0,55
62,13,0,0,40
65,10,0,0,35
23,13,0,0,40
47,4,0,0,60
50,9,0,0,40
32,13,0,0,40
37,10,0,0,40
31,9,14344,0,40
76,6,0,0,12
54,13,0,0,60
32,13,0,0,40
31,10,0,0,52
31,13,0,0,50
65,15,0,1668,40
30,9,0,0,60
21,10,0,0,10
40,14,0,1902,40
26,10,0,0,40
18,7,0,0,8
34,9,0,0,50
44,10,0,0,60
30,12,0,0,40
36,13,0,0,40
31,10,0,0,50
22,10,0,0,20
23,9,0,0,40
49,14,15024,0,50
39,13,0,0,35
19,10,0,0,16
30,12,0,1848,50
25,10,0,0,40
46,9,0,0,40
37,14,0,0,45
41,9,0,0,40
40,10,0,0,20
44,9,0,0,40
32,9,0,0,40
58,9,0,0,20
48,9,0,0,48
34,13,0,0,40
29,11,0,0,40
46,13,0,0,50
36,9,0,0,40
59,13,0,0,38
29,8,0,0,40
25,9,0,0,40
27,12,0,0,35
48,9,0,0,70
51,16,0,1564,70
36,9,8614,0,45
42,7,7430,0,50
49,13,0,0,40
33,10,0,0,20
40,13,0,1564,60
26,13,0,0,40
59,9,0,0,30
30,9,0,0,40
31,12,0,0,35
30,13,0,0,50
27,13,0,0,40
56,12,4101,0,40
24,9,0,0,40
47,13,0,0,50
51,13,0,0,35
34,9,0,0,45
47,9,0,0,9
47,10,0,0,44
20,10,0,0,40
31,7,0,0,40
42,11,0,0,32
52,3,0,0,40
56,9,0,0,40
53,9,0,0,40
26,10,0,0,50
81,10,0,0,20
57,10,0,0,48
34,9,0,0,40
24,11,0,0,40
20,9,0,2001,40
68,10,2346,0,40
60,9,0,0,32
37,10,0,0,40
25,4,0,0,40
36,9,0,0,40
45,12,0,0,40
34,10,0,0,60
31,13,0,0,70
47,13,0,0,60
60,9,0,0,42
75,13,0,0,24
43,10,0,0,40
18,9,0,0,40
25,13,0,1092,40
20,9,0,0,40
32,9,0,0,50
57,13,0,0,20
43,10,0,0,60
18,9,0,0,40
41,13,0,0,40
48,9,0,0,40
35,9,5178,0,90
41,11,0,0,40
23,9,0,1594,20
32,13,0,1887,45
33,9,0,0,40
58,9,0,0,40
22,10,0,0,65
33,10,0,0,50
42,15,0,0,38
25,9,0,0,40
39,9,0,0,50
35,13,0,0,45
50,10,0,1902,38
49,14,0,0,50
25,13,0,0,40
47,10,0,0,40
46,10,0,0,40
42,12,0,0,40
37,7,0,0,60
25,13,0,0,40
29,6,5013,0,40
26,10,0,0,45
45,13,0,0,40
34,9,0,0,30
33,12,0,0,40
43,13,0,0,40
28,9,0,0,45
51,10,0,0,75
21,10,0,0,35
23,12,0,0,35
30,9,0,0,40
46,14,0,0,45
38,9,0,0,50
20,9,0,0,40
36,13,0,1485,50
37,15,99999,0,50
44,14,0,1876,42
33,9,0,0,40
45,13,0,0,40
47,10,0,0,40
54,9,0,1902,40
17,6,0,0,30
43,9,0,0,36
45,13,10520,0,50
37,10,0,0,40
44,11,0,0,40
55,14,914,0,50
41,9,0,0,48
23,13,2174,0,40
38,10,0,0,40
23,13,0,0,40
35,9,7298,0,40
18,7,0,0,20
47,11,0,0,40
25,10,0,0,8
41,9,0,0,50
23,10,0,0,24
41,9,0,0,40
26,10,2407,0,50
30,10,0,0,40
42,10,0,0,40
35,9,0,0,40
29,10,0,0,40
21,10,0,0,15
48,14,0,0,40
44,9,0,0,60
34,5,0,0,40
19,9,0,0,25
32,10,0,0,40
31,12,0,0,40
25,9,2407,0,40
47,9,0,0,40
46,7,0,0,40
18,8,0,0,40
31,10,0,1740,20
28,9,0,0,40
38,9,0,0,48
33,9,0,0,40
41,11,0,0,40
46,10,15024,0,40
38,10,0,0,44
24,13,0,0,60
49,9,0,0,40
60,10,0,0,40
44,13,0,0,60
63,11,0,0,40
40,9,0,0,60
45,10,0,0,50
49,10,0,1902,50
36,9,0,0,40
65,9,0,0,8
41,13,0,0,20
25,14,0,0,40
60,11,0,0,40
17,7,0,0,20
28,12,0,0,16
31,12,0,0,50
47,14,0,0,35
45,10,0,0,45
51,13,0,0,40
23,9,0,0,40
44,14,0,1902,60
34,9,0,0,50
19,10,0,0,10
46,9,0,0,40
30,16,0,1977,40
37,6,0,0,35
56,15,0,0,45
29,9,0,0,45
46,14,0,0,50
55,9,0,0,40
45,13,8614,0,48
34,9,0,0,40
41,13,0,0,40
34,15,0,0,50
27,9,0,0,40
29,10,0,0,37
19,8,0,0,30
47,13,0,0,40
43,10,0,0,50
52,11,0,0,60
33,12,0,0,60
29,5,0,0,40
23,9,0,0,40
23,10,0,0,40
39,13,0,0,60
43,3,0,0,40
31,9,0,0,40
47,9,0,0,40
26,9,0,0,60
58,10,0,0,55
47,15,27828,0,50
55,13,0,1590,38
26,9,5013,0,40
28,9,0,0,40
36,9,0,0,40
40,9,0,0,50
19,7,0,0,40
63,13,10605,0,40
42,13,0,0,40
76,5,0,0,13
23,11,0,0,40
38,3,0,0,40
33,14,0,0,30
48,14,0,0,40
56,10,0,0,40
32,9,0,0,40
44,10,0,0,25
27,9,0,0,40
33,10,0,0,50
22,3,0,0,40
44,9,0,0,40
42,9,0,0,60
34,10,0,0,40
45,9,0,1672,40
57,9,0,0,40
59,13,0,0,40
33,10,0,0,40
52,9,0,0,49
17,8,0,0,15
29,9,0,0,30
63,13,0,0,30
20,10,0,0,24
42,15,0,1977,50
50,9,0,0,50
55,9,0,0,30
27,12,0,0,25
28,13,0,0,45
55,11,0,0,45
44,10,0,0,40
53,10,0,0,40
23,9,0,0,40
25,9,0,0,40
44,13,0,0,40
55,14,0,1977,40
48,10,0,0,35
46,9,0,0,40
26,10,0,0,40
30,4,0,0,45
32,14,0,0,40
52,9,0,0,48
52,9,7298,0,50
39,9,0,0,47
57,13,0,1902,40
21,9,594,0,40
22,10,0,0,10
26,10,0,0,40
26,10,0,0,40
44,11,0,0,40
42,10,0,0,30
40,10,0,0,43
22,7,0,0,45
62,9,0,0,45
44,10,0,0,40
33,2,0,0,40
45,9,0,0,50
18,7,0,0,40
32,10,0,0,40
33,16,0,0,60
20,10,0,0,15
68,9,0,0,20
61,4,0,0,50
48,16,0,0,40
45,9,0,0,40
36,9,7688,0,40
32,9,0,0,32
35,13,0,0,40
39,9,0,0,40
53,4,0,0,40
30,10,0,0,16
40,13,0,0,45
25,10,0,0,40
41,9,0,0,60
52,9,0,0,98
33,9,0,0,40
28,9,0,0,40
25,9,7298,0,40
53,10,0,0,55
44,2,0,0,10
35,9,0,0,40
38,10,0,0,58
34,9,0,0,40
33,9,0,0,40
24,10,0,0,45
65,9,0,0,25
29,12,0,0,60
39,15,99999,0,65
46,10,0,0,40
37,4,2580,0,60
47,14,0,0,47
62,10,0,0,40
54,9,0,0,60
90,10,0,0,35
33,12,0,0,20
57,10,0,1672,45
25,12,0,0,40
44,10,0,0,50
52,13,0,0,50
21,10,0,0,40
31,9,0,0,18
39,14,0,0,40
59,9,0,0,40
29,9,0,0,55
49,4,0,0,45
34,5,0,0,40
22,13,0,0,40
32,13,0,0,40
39,9,0,0,40
46,14,0,0,60
50,9,3103,0,40
34,9,0,0,40
28,14,0,1902,55
18,8,0,0,24
20,9,0,0,30
20,9,0,0,40
55,11,0,0,38
22,10,0,0,40
60,14,0,0,40
40,6,0,0,50
47,10,0,0,30
23,13,0,0,35
57,9,0,0,40
52,7,0,0,40
42,4,0,0,40
25,12,0,0,20
49,9,0,2377,40
41,10,0,0,40
40,11,0,0,30
38,13,0,0,55
58,9,0,0,40
26,13,0,0,35
57,6,0,0,70
28,9,0,1628,60
42,9,0,0,40
28,10,2174,0,55
39,5,0,0,40
28,9,0,0,40
42,9,4386,0,48
51,10,0,0,50
27,10,0,0,39
41,9,0,0,43
28,13,0,0,40
54,10,10520,0,30
49,9,0,0,30
47,14,0,0,40
27,10,0,0,49
42,13,0,0,45
32,9,0,0,40
32,9,0,0,41
27,14,0,0,40
29,9,0,0,40
22,11,0,0,30
41,9,5178,0,40
49,10,7298,0,40
58,9,0,0,50
41,9,7688,0,40
26,5,0,0,35
21,9,0,0,55
37,13,0,0,50
23,13,0,0,20
42,10,0,0,40
25,9,0,0,26
67,10,0,0,40
41,9,0,0,38
49,14,0,0,50
18,7,0,0,35
25,3,0,0,40
43,15,0,0,50
38,16,99999,0,36
65,13,0,0,15
66,11,0,0,35
33,7,0,0,60
51,9,3411,0,38
27,9,0,1740,40
17,8,0,0,16
32,13,15024,0,45
38,9,0,0,40
43,10,0,0,40
40,16,0,0,40
63,13,0,1740,35
42,12,0,0,40
43,13,0,0,40
41,15,0,2415,45
17,6,0,0,20
30,9,0,0,40
30,13,0,0,50
22,10,0,0,25
28,9,0,0,52
24,10,0,0,40
47,6,0,0,40
34,11,0,0,50
26,10,0,0,20
25,11,0,0,75
28,13,0,0,45
36,9,0,0,40
24,13,0,0,40
51,13,0,0,35
44,13,0,0,50
18,8,0,0,12
54,10,0,0,40
61,10,0,0,40
51,13,0,0,45
43,4,0,0,40
51,9,0,0,40
50,9,0,0,40
24,10,0,0,30
20,10,0,0,20
52,13,0,0,40
57,4,0,0,40
49,10,0,0,60
22,7,0,0,40
38,10,0,0,40
21,10,0,0,20
39,13,0,1887,60
52,10,0,0,35
25,12,0,0,40
50,10,0,0,40
35,10,0,0,80
50,11,0,0,40
58,9,0,0,25
48,13,0,0,45
30,10,0,0,35
18,7,0,0,12
29,9,0,0,40
52,10,0,0,45
63,9,4064,0,40
36,14,0,0,40
24,10,0,0,42
30,12,0,0,40
23,9,0,0,40
21,13,0,0,20
28,10,0,0,43
20,9,0,0,40
18,7,0,0,20
21,10,0,0,15
27,9,0,0,40
42,10,0,0,40
21,10,0,0,30
51,10,0,0,40
27,13,0,0,40
23,9,0,0,40
57,10,0,1902,40
22,13,0,0,12
59,5,0,0,60
38,9,0,0,40
20,9,0,0,40
90,5,0,0,40
35,11,0,0,40
50,9,0,0,38
45,16,0,0,50
44,14,0,0,50
23,12,0,0,40
34,7,0,0,40
23,13,0,0,43
39,10,0,0,40
19,10,0,0,55
54,10,0,0,40
40,14,0,0,43
44,10,0,0,50
31,10,0,0,20
25,5,0,0,40
33,13,0,0,32
32,9,0,0,60
36,6,0,0,40
47,10,0,0,55
80,14,0,0,10
21,10,0,0,8
35,10,0,0,60
30,9,5013,0,40
49,4,0,0,40
33,9,0,1740,25
53,10,0,0,45
41,9,0,0,55
57,13,0,0,40
19,10,0,0,40
28,13,0,0,45
42,14,0,2001,60
29,10,0,0,55
26,10,0,0,20
40,10,0,0,40
36,16,0,0,40
28,9,0,0,40
25,13,0,0,20
42,9,0,0,60
32,9,0,0,40
32,12,0,0,30
37,3,0,0,40
39,9,0,0,56
49,13,0,0,40
19,9,0,0,40
31,9,0,0,40
40,9,0,0,40
29,4,0,0,30
59,9,0,0,48
52,12,0,0,40
27,13,0,0,40
45,13,0,0,45
58,13,0,0,40
53,13,0,0,40
23,9,0,0,25
35,7,0,0,40
49,9,0,0,40
49,12,0,0,40
25,8,0,0,40
47,14,0,0,50
28,12,0,0,40
20,10,0,0,30
19,9,0,0,24
28,9,2580,0,40
31,10,0,0,40
30,11,0,0,53
23,13,0,0,40
25,13,0,0,30
19,9,0,0,30
30,14,0,0,45
26,9,0,0,35
34,9,0,0,45
49,13,0,0,40
35,10,0,2042,40
38,9,0,0,40
36,9,0,0,20
33,9,0,0,48
54,10,0,0,40
19,9,0,0,40
60,9,0,0,40
28,9,0,0,40
43,9,0,0,40
49,3,0,0,40
25,13,0,0,70
17,6,0,0,20
41,13,0,0,60
30,10,0,0,35
90,14,20051,0,60
25,9,0,0,40
27,11,0,0,35
29,9,0,0,40
31,13,0,0,40
43,11,0,0,99
63,14,0,0,40
46,4,0,0,40
59,9,0,0,40
42,13,0,0,50
26,13,0,0,20
26,10,0,0,45
61,5,0,0,40
23,9,0,0,40
24,9,0,0,40
35,13,7430,0,40
42,9,0,0,12
31,8,0,0,21
31,9,0,0,55
63,13,0,0,25
29,11,0,1590,64
43,13,0,0,40
22,13,0,0,10
17,7,0,0,25
23,13,0,2231,40
35,5,0,0,45
32,9,0,0,28
50,13,15024,0,60
26,14,0,0,40
32,13,0,0,40
29,11,0,0,50
57,10,0,0,40
90,14,0,0,50
35,11,0,0,40
31,10,0,0,60
60,9,0,0,33
21,11,0,1579,40
71,14,0,0,40
22,11,0,0,30
50,9,0,0,40
37,10,0,0,45
23,9,0,0,40
74,9,0,0,30
67,10,0,1844,70
59,10,0,0,43
28,9,0,1740,40
45,9,0,0,40
63,10,0,0,20
39,13,0,0,63
33,10,0,0,40
32,13,0,0,40
34,13,0,1977,45
39,9,0,0,40
29,14,0,0,36
22,9,0,0,40
53,13,13550,0,43
46,11,0,0,42
51,10,0,0,40
44,15,2354,0,99
56,9,0,0,40
27,13,0,0,40
52,5,0,0,30
39,13,0,0,40
45,10,7688,0,40
37,10,0,0,45
33,9,0,0,40
46,3,0,0,45
35,8,0,0,50
33,9,0,0,50
48,13,0,0,40
32,9,0,0,50
20,10,0,0,32
35,9,0,0,60
19,9,0,0,25
56,7,0,0,40
28,13,0,0,16
45,9,0,0,40
32,11,0,0,45
44,13,0,0,12
55,9,0,0,40
34,10,0,0,40
33,14,0,0,40
36,13,0,0,55
25,9,0,0,40
28,13,0,0,40
39,13,7298,0,55
53,6,0,0,40
47,9,3325,0,45
49,11,0,0,60
22,9,0,0,40
31,10,0,0,40
44,10,0,0,80
19,9,0,0,40
37,9,0,0,40
23,10,0,0,25
44,15,99999,0,65
54,9,0,0,35
23,9,0,0,38
21,10,0,0,10
19,10,0,0,25
51,13,0,0,20
41,13,7688,0,50
61,10,15024,0,18
19,6,0,0,40
22,13,0,0,40
22,9,0,0,40
49,4,0,0,32
35,6,0,0,50
38,10,0,0,40
29,9,0,0,40
56,11,0,0,45
41,10,0,0,80
62,14,0,0,45
27,9,0,0,40
25,9,4416,0,42
33,13,15024,0,75
26,9,0,0,40
43,9,0,0,45
53,14,0,0,40
43,13,0,0,40
56,9,0,0,35
25,13,0,0,50
60,14,0,0,40
28,10,0,0,40
21,9,0,0,40
40,13,2977,0,40
29,9,0,0,40
20,10,0,0,25
25,9,0,0,80
18,7,0,0,10
32,12,0,0,35
27,2,0,0,35
48,9,0,0,16
20,10,0,0,25
55,9,0,0,40
33,13,0,0,50
21,10,0,0,12
43,9,0,0,30
35,10,0,0,40
39,13,0,0,35
19,9,0,0,40
25,9,0,0,40
44,10,0,0,72
27,12,0,0,40
39,9,0,0,40
69,6,0,0,40
34,13,0,0,40
37,3,0,0,40
43,13,0,0,39
34,14,0,0,40
31,10,0,0,48
42,16,8614,0,60
26,9,0,0,30
39,10,0,0,75
25,13,0,0,40
54,10,0,0,30
44,14,0,0,60
34,14,7688,0,38
21,10,0,0,40
33,9,0,0,40
40,12,0,0,40
44,14,0,0,40
33,12,0,0,56
21,10,0,0,40
35,13,0,0,60
43,10,7298,0,40
51,14,0,0,45
29,9,0,0,40
51,9,0,0,40
35,9,0,0,40
18,7,0,0,20
58,6,0,0,50
57,10,0,0,40
19,9,0,0,20
37,10,0,0,40
38,9,0,0,44
45,10,0,0,40
27,10,0,0,40
38,10,0,0,72
30,9,0,0,30
46,13,0,0,40
60,9,0,0,40
30,9,0,0,44
47,10,7688,0,40
39,13,0,0,40
42,10,7298,0,45
27,10,0,0,40
44,10,0,0,40
33,13,0,0,40
54,13,0,0,50
58,10,0,0,35
45,13,0,0,30
59,10,0,0,50
29,12,0,0,50
27,9,0,0,40
44,14,0,0,20
44,9,0,0,40
33,10,0,0,70
27,9,0,0,40
33,13,0,0,55
55,11,0,0,40
32,11,0,0,60
31,11,0,0,45
57,15,99999,0,60
30,13,0,0,45
28,13,0,0,48
30,10,0,2258,40
29,14,0,0,40
66,9,0,0,3
60,9,0,0,45
31,13,0,0,40
26,9,2597,0,40
24,9,0,0,45
29,13,0,0,50
44,9,0,0,45
34,13,0,0,55
59,13,0,1902,43
23,13,0,0,24
23,7,0,0,40
55,11,0,0,35
39,9,0,0,40
39,7,0,0,40
57,4,0,0,75
35,9,0,0,40
39,11,0,0,48
47,9,0,0,38
53,16,0,0,50
23,10,0,0,25
35,14,0,0,50
44,10,0,0,40
28,9,0,0,25
26,13,0,0,40
23,9,0,0,45
32,9,0,0,25
49,10,0,0,50
36,10,2174,0,60
36,9,0,0,36
21,12,0,0,46
54,13,0,0,40
43,10,0,0,40
35,10,0,0,40
31,10,0,0,50
46,10,0,0,40
46,9,0,0,40
56,9,0,0,40
21,9,0,0,40
51,14,0,0,50
47,10,0,0,20
42,3,0,0,40
19,10,0,0,30
25,13,0,0,40
37,14,0,0,60
35,8,0,0,40
40,9,0,0,30
57,7,0,0,15
38,9,0,0,50
48,6,0,0,38
34,10,0,0,34
46,10,0,0,40
45,14,0,0,50
32,13,0,0,50
35,9,0,0,48
62,10,8614,0,39
50,11,0,0,40
25,13,0,0,40
41,10,0,0,33
35,9,0,0,27
33,10,0,0,41
38,12,0,1902,40
37,13,0,0,40
56,9,0,0,40
19,4,0,1602,32
31,5,0,0,40
33,9,0,0,35
72,2,0,0,40
54,9,0,0,50
30,13,0,0,40
51,16,0,0,40
30,9,0,1848,50
30,13,0,0,50
32,10,0,0,16
30,10,0,0,50
35,14,0,0,40
40,10,0,0,44
38,13,0,0,40
19,6,0,0,30
32,10,0,0,44
49,14,0,0,40
60,13,0,0,35
60,5,0,0,40
55,16,0,0,80
24,9,0,0,40
53,14,7298,0,60
69,10,0,810,38
41,9,0,0,40
32,9,0,0,40
45,7,0,0,40
59,13,0,0,40
31,9,0,0,35
40,9,0,0,37
44,11,0,0,40
63,10,0,0,60
31,10,15024,0,56
51,13,0,0,20
51,7,0,0,40
23,9,0,0,40
49,4,0,0,48
56,9,2885,0,45
39,9,0,0,40
39,15,15024,0,50
30,9,0,0,40
43,13,0,0,50
31,10,0,0,50
44,14,0,0,35
43,15,0,0,30
41,10,0,0,46
43,9,0,0,40
47,10,0,0,40
38,15,0,2824,45
46,11,0,0,40
19,10,0,0,40
19,3,0,0,50
24,13,0,0,45
39,10,0,0,65
37,11,0,0,30
40,9,0,0,40
27,12,0,0,40
22,9,0,0,40
21,10,0,0,12
32,9,0,0,40
20,9,0,0,40
45,14,14344,0,48
46,15,0,0,40
46,11,0,0,45
26,10,0,0,44
47,13,0,0,60
22,10,0,0,10
34,9,0,0,60
49,2,0,0,40
20,10,0,0,25
28,9,0,0,45
30,7,0,0,40
23,9,0,0,40
20,5,0,0,40
31,10,0,0,55
46,2,0,0,40
42,9,0,0,40
60,4,0,0,40
30,13,0,0,50
27,10,0,0,48
20,5,0,0,32
56,13,7688,0,40
41,10,0,0,60
61,9,0,0,40
47,9,0,0,40
60,5,2228,0,37
33,5,0,0,50
48,13,0,0,45
56,9,0,0,40
50,11,3103,0,55
57,14,0,0,40
20,10,0,0,40
46,11,0,0,36
21,10,0,0,40
37,9,0,0,40
42,10,0,0,40
20,9,0,0,30
54,16,0,1977,50
32,9,4064,0,22
50,10,0,0,40
49,10,0,0,40
48,12,0,0,50
24,10,0,0,40
46,14,0,0,40
42,9,0,0,40
52,10,0,0,40
58,12,0,0,40
37,10,0,0,40
34,9,0,0,40
26,10,0,2051,40
18,10,0,0,20
33,10,0,0,40
41,10,0,0,15
21,12,0,0,20
23,11,0,0,40
26,10,0,0,40
33,13,0,0,40
24,10,0,0,45
43,6,0,0,42
52,9,0,0,40
61,4,0,0,40
35,9,0,0,40
35,9,0,0,40
45,9,15024,0,55
43,9,0,0,40
51,9,0,0,40
35,13,0,0,40
47,13,0,0,45
22,10,0,0,40
49,11,0,0,60
20,9,0,0,20
19,6,0,0,40
27,9,0,0,40
42,12,0,0,45
23,10,0,0,35
20,10,0,0,10
47,9,0,0,50
17,8,0,0,18
39,10,0,0,40
25,5,0,0,40
31,11,0,0,43
44,9,0,0,20
53,11,0,0,40
34,10,0,0,45
45,10,0,0,60
34,9,0,0,45
35,14,0,0,40
36,10,0,0,48
45,10,0,0,45
37,10,0,0,60
53,12,0,0,40
35,14,15024,0,50
65,10,0,0,40
49,6,0,0,70
24,9,0,0,40
54,10,0,0,40
17,6,0,0,12
19,8,0,0,16
60,9,0,0,40
46,13,0,0,35
26,10,0,0,40
58,2,0,0,38
37,9,0,0,55
41,14,0,0,38
30,13,0,0,40
19,10,0,0,30
48,13,0,0,60
22,10,0,0,24
25,2,0,0,40
18,6,0,0,6
21,9,0,0,40
47,10,0,0,50
33,9,0,0,36
39,9,2174,0,40
67,13,0,0,8
19,10,0,1602,24
18,6,0,0,11
36,9,0,0,40
23,10,0,0,25
73,9,0,0,40
35,10,5013,0,40
