age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25,Private,175370,3,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
77,Self-emp-not-inc,72931,1,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,20,Non-US,>50K
66,Private,284021,2,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,277974,3,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
44,Private,111275,2,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
45,Self-emp-inc,191776,4,Divorced,Sales,Unmarried,White,Female,25236,0,42,United-States,>50K
28,Private,125527,3,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
19,Private,38294,2,Never-married,Handlers-cleaners,Other-relative,White,Male,2597,0,40,United-States,<=50K
43,Private,313022,2,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,>50K
39,Private,179668,3,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,>50K
33,Private,198660,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,216116,2,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,Non-US,<=50K
62,Private,200922,1,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,153372,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Private,406603,2,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Non-US,<=50K
23,Local-gov,248344,3,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
48,Private,240629,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Non-US,>50K
38,Private,314310,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,259785,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
45,Private,127111,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
29,Private,178272,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
66,Local-gov,75134,2,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
19,Private,195985,2,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
23,Private,221955,2,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,39,Non-US,<=50K
34,Private,177675,3,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
39,Private,182828,4,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
33,Self-emp-not-inc,270889,2,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
43,Private,183096,3,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
27,Private,336951,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K
33,State-gov,295589,3,Separated,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,<=50K
26,Private,289980,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,Non-US,<=50K
56,Self-emp-inc,70720,4,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,>50K
46,Private,163352,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,<=50K
38,Private,190776,3,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
90,Private,313986,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
72,Self-emp-inc,473748,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,>50K
20,Private,163003,2,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
29,Private,183061,2,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
49,Private,123584,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,<=50K
23,Private,120910,2,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
20,Private,227554,3,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,18,United-States,<=50K
57,Private,182677,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4508,0,40,Non-US,<=50K
46,Private,214955,3,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,209768,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,258120,3,Never-married,Sales,Not-in-family,White,Male,0,0,55,Non-US,<=50K
49,Private,110015,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Non-US,<=50K
54,Private,152652,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
46,Federal-gov,43206,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,50,United-States,>50K
31,Self-emp-not-inc,114639,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
43,Self-emp-inc,221172,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
19,Private,131615,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,353824,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,178417,3,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,178644,2,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,271665,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
21,Federal-gov,169003,2,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,United-States,<=50K
52,State-gov,338816,4,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,70,United-States,>50K
34,Private,506858,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,>50K
28,Private,265628,3,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,173495,2,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,177413,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
39,Private,31670,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
49,Private,154451,2,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,<=50K
35,Private,265535,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,Non-US,>50K
31,Private,118941,3,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
18,Private,214617,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
47,Local-gov,265097,2,Married-civ-spouse,Other-service,Husband,White,Male,4386,0,40,United-States,>50K
46,Private,276087,2,Married-civ-spouse,Sales,Husband,White,Male,5013,0,50,United-States,<=50K
43,Private,124692,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
51,Federal-gov,306784,2,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
21,Private,434102,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,State-gov,181824,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,35,United-States,>50K
39,Local-gov,177907,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K
58,Private,87329,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
36,Private,263130,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,262882,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,37546,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,35,United-States,>50K
19,Private,27433,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,393945,3,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K
26,Private,173927,3,Never-married,Prof-specialty,Own-child,Other,Female,0,0,60,Non-US,<=50K
38,Private,343403,3,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
36,Private,111128,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,193882,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
41,Private,128354,3,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,25,United-States,>50K
33,Private,113364,2,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Private,136913,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,115488,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,154227,3,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,279667,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
30,Self-emp-not-inc,281030,2,Never-married,Sales,Unmarried,White,Male,0,0,66,United-States,<=50K
19,Private,283945,3,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
47,Private,454989,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
26,Private,391349,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,State-gov,166704,3,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,<=50K
36,Private,151835,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
60,Private,199085,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,61487,2,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
19,Private,120251,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,14,United-States,<=50K
42,Private,273230,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,90,United-States,<=50K
36,Private,358373,2,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,36,United-States,<=50K
35,Private,267891,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United-States,<=50K
22,Private,234880,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
54,Private,48358,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
36,Private,96452,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
55,Private,204751,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
57,Private,375868,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,413373,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36,United-States,<=50K
24,Private,537222,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Local-gov,33975,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Self-emp-inc,162327,2,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,182691,2,Divorced,Exec-managerial,Own-child,White,Male,0,0,44,United-States,<=50K
36,Private,300829,3,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,<=50K
51,Local-gov,114508,2,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,214627,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
42,Private,129684,2,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,<=50K
25,State-gov,120041,3,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,361138,2,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K
37,Private,76893,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,205424,3,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,>50K
61,Private,176839,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
40,Private,229148,2,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Non-US,<=50K
58,Self-emp-inc,154537,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,>50K
52,Private,181901,2,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,20,Non-US,<=50K
18,Private,152004,2,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
27,Private,205188,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,30840,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,45,United-States,<=50K
63,Private,66634,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
38,Self-emp-not-inc,180220,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
31,Private,291052,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,<=50K
40,Self-emp-not-inc,99651,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,327723,2,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,32291,3,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50K
31,Private,345122,4,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,50,United-States,>50K
32,Private,127384,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
30,Private,363296,2,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,<=50K
39,Local-gov,86551,2,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K
28,Private,30070,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,595000,2,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,35,United-States,<=50K
44,State-gov,111483,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22,Private,199555,3,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
36,Private,218490,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
39,Private,49020,4,Never-married,Exec-managerial,Not-in-family,White,Male,0,1974,40,United-States,<=50K
61,Private,213321,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K
31,Private,159187,2,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,83033,3,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Non-US,<=50K
39,Self-emp-not-inc,31848,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829,0,90,United-States,<=50K
34,Self-emp-not-inc,24961,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
21,Private,182117,3,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
75,Self-emp-not-inc,146576,3,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,>50K
21,Private,176690,3,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
81,Private,122651,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
54,Self-emp-inc,149650,2,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Non-US,<=50K
34,Private,454508,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,Non-US,<=50K
54,Self-emp-not-inc,269068,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,Non-US,>50K
41,Private,266530,2,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
63,Private,133144,2,Married-civ-spouse,Other-service,Husband,White,Male,2580,0,20,United-States,<=50K
24,Private,217961,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,221661,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Non-US,<=50K
44,Local-gov,60735,3,Divorced,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
47,Self-emp-not-inc,121124,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,48588,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,48087,1,Divorced,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States,<=50K
53,Self-emp-not-inc,240138,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
63,Private,273010,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,3471,0,40,United-States,<=50K
44,Private,104196,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
37,Private,230035,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K
28,Private,38918,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Non-US,>50K
57,Private,176079,2,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,180052,3,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,<=50K
33,Local-gov,173005,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,45,United-States,>50K
30,Private,378723,3,Divorced,Adm-clerical,Own-child,White,Female,0,0,55,United-States,<=50K
20,Private,233624,2,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,192591,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
54,Private,249860,2,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,10,United-States,<=50K
20,Private,247564,2,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
34,Private,238912,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,190227,3,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
29,State-gov,293287,3,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,180807,3,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,250217,2,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,70,United-States,<=50K
19,Private,217418,3,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,38,United-States,<=50K
22,Local-gov,137510,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
59,State-gov,163047,3,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
18,Private,577521,2,Never-married,Sales,Own-child,White,Male,0,0,13,United-States,<=50K
22,Private,221533,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
42,Local-gov,255675,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,114079,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,155781,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
28,Private,243762,2,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,113062,3,Never-married,Exec-managerial,Own-child,White,Female,0,0,7,United-States,<=50K
67,Private,217028,4,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,110723,2,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
47,Federal-gov,191858,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
23,Private,179423,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,United-States,<=50K
20,Private,339588,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Non-US,<=50K
22,Private,206815,2,Never-married,Sales,Unmarried,White,Female,0,0,40,Non-US,<=50K
47,State-gov,103743,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,235683,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
35,State-gov,197495,3,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
52,Federal-gov,424012,3,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,178469,2,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
73,Self-emp-inc,92886,2,Widowed,Sales,Unmarried,White,Female,0,0,40,Non-US,<=50K
38,Self-emp-not-inc,214008,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
59,Self-emp-not-inc,325732,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,52,United-States,>50K
35,Private,28572,3,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,35,United-States,<=50K
18,Private,118376,3,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
24,Private,51799,2,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
33,Local-gov,115488,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
40,Private,190621,3,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,55,United-States,<=50K
55,Private,193568,2,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,192878,2,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,264663,3,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
22,Private,234731,2,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
55,Private,308373,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
45,Private,205644,2,Separated,Tech-support,Not-in-family,White,Female,0,0,26,United-States,<=50K
47,Local-gov,321851,3,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
56,Private,206399,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,124563,2,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
32,State-gov,198211,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
17,Private,130795,2,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
44,Private,71269,3,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,Self-emp-not-inc,319280,3,Never-married,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
35,Private,125933,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
27,Private,107236,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,32732,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
68,Private,284763,2,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
20,Private,112668,3,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
33,Private,376483,3,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24,Private,402778,2,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
48,Private,36177,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
45,Private,125489,4,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
48,Private,304791,3,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,209205,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
39,Local-gov,178100,4,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,70261,3,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
23,State-gov,186634,2,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,32958,3,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
25,Private,254746,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
52,Private,158746,2,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,140854,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,51506,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,189564,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,United-States,>50K
58,Private,213975,3,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Self-emp-not-inc,431426,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
48,Private,199763,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
63,Private,161563,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
24,Local-gov,252024,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
43,Private,43945,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
36,Private,178487,2,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
32,Private,604506,2,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,72,Non-US,<=50K
36,Private,228157,3,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
43,Private,199191,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
27,Private,189775,2,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
17,Private,171080,2,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
45,Private,117310,3,Divorced,Sales,Not-in-family,White,Female,0,0,46,United-States,<=50K
41,Self-emp-inc,82049,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,126094,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
48,Local-gov,246392,3,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,292803,3,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
54,Private,286989,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
22,Private,190483,3,Divorced,Sales,Own-child,White,Female,0,0,48,Non-US,<=50K
19,Private,235849,2,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
47,Private,359766,1,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
32,Private,128016,2,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
46,Private,360096,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
30,Private,170154,3,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
35,Private,337286,4,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
52,Private,204322,3,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,<=50K
73,Self-emp-not-inc,143833,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,18,United-States,<=50K
17,Private,365613,2,Never-married,Other-service,Own-child,White,Male,0,0,10,Non-US,<=50K
32,Private,100135,3,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
43,Local-gov,180096,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
